product_id,category,price,promotion_active,discount_percent,units_sold,inventory_level,day_of_week,day,month,year
1007,Home,1826,Yes,0,37,381,Wednesday,25,3,2024
1362,Grocery,2728,No,0,28,277,Tuesday,3,3,2024
1751,Grocery,1007,Yes,15,25,25,Friday,6,6,2024
1070,Clothing,2497,Yes,15,10,185,Thursday,21,8,2024
1844,Grocery,66,No,0,36,264,Sunday,15,5,2024
1842,Home,2794,Yes,20,21,310,Thursday,7,7,2024
1674,Electronics,1596,No,0,23,262,Saturday,11,9,2024
1433,Grocery,1603,No,0,27,292,Thursday,22,7,2024
1784,Home,2894,No,0,22,272,Friday,15,2,2024
1343,Personal Care,2823,No,0,30,393,Tuesday,24,1,2024
1815,Grocery,907,No,0,8,194,Friday,26,9,2024
1646,Electronics,91,No,0,30,299,Monday,29,4,2024
1182,Clothing,1919,Yes,0,21,236,Saturday,17,7,2024
1580,Personal Care,1981,Yes,0,40,58,Sunday,2,4,2024
1139,Clothing,1576,No,0,45,301,Saturday,20,7,2024
1672,Clothing,2024,No,0,38,100,Monday,5,9,2024
1896,Personal Care,2552,No,0,16,366,Saturday,10,2,2024
1582,Grocery,585,Yes,30,31,320,Wednesday,16,12,2024
1402,Personal Care,2153,Yes,15,23,85,Wednesday,16,7,2024
1521,Personal Care,728,Yes,5,22,247,Tuesday,24,4,2024
1075,Home,71,No,0,47,104,Saturday,5,8,2024
1979,Personal Care,2673,Yes,0,49,75,Sunday,23,1,2024
1935,Clothing,2113,Yes,20,38,129,Wednesday,12,9,2024
1285,Electronics,2177,Yes,15,39,346,Tuesday,12,2,2024
1071,Grocery,600,Yes,20,24,255,Wednesday,3,5,2024
1433,Personal Care,1928,No,0,24,401,Sunday,6,10,2024
1101,Home,472,No,0,26,185,Thursday,31,1,2024
1253,Home,1230,Yes,20,25,110,Friday,12,10,2024
1351,Home,2398,Yes,20,31,356,Sunday,1,3,2024
1525,Clothing,1213,No,0,15,181,Wednesday,8,5,2024
1000,Electronics,1013,No,0,23,301,Monday,14,2,2024
1019,Electronics,137,No,0,31,132,Thursday,7,11,2024
1387,Grocery,1463,No,0,7,181,Monday,18,4,2024
1467,Clothing,2615,Yes,0,20,481,Sunday,13,2,2024
1350,Grocery,2030,Yes,30,14,112,Thursday,8,5,2024
1332,Home,886,Yes,5,21,119,Monday,10,8,2024
1044,Home,408,Yes,5,20,108,Wednesday,14,3,2024
1923,Personal Care,1883,No,0,47,317,Sunday,29,1,2024
1849,Clothing,924,Yes,20,9,415,Monday,13,8,2024
1266,Clothing,541,Yes,15,31,73,Friday,28,6,2024
1414,Electronics,2052,Yes,5,20,412,Monday,25,1,2024
1568,Clothing,1321,Yes,15,25,148,Friday,3,4,2024
1013,Grocery,815,Yes,5,7,293,Tuesday,14,4,2024
1092,Home,1201,Yes,30,12,208,Thursday,3,6,2024
1229,Clothing,1977,Yes,20,42,485,Tuesday,11,4,2024
1971,Personal Care,1464,Yes,10,27,447,Thursday,8,9,2024
1242,Grocery,2324,No,0,16,60,Wednesday,21,1,2024
1364,Grocery,247,No,0,9,362,Friday,6,10,2024
1305,Clothing,2677,Yes,15,12,288,Wednesday,24,10,2024
1779,Clothing,608,No,0,47,255,Sunday,15,12,2024
1487,Clothing,1577,Yes,20,38,194,Sunday,7,2,2024
1240,Electronics,135,Yes,0,30,173,Monday,23,6,2024
1705,Grocery,1232,No,0,24,268,Wednesday,16,11,2024
1839,Clothing,966,No,0,11,484,Monday,31,3,2024
1431,Clothing,1911,No,0,21,307,Saturday,4,11,2024
1107,Grocery,2280,No,0,31,56,Friday,6,3,2024
1596,Personal Care,1570,Yes,30,56,473,Sunday,15,6,2024
1450,Personal Care,2129,No,0,35,221,Saturday,19,4,2024
1077,Home,514,Yes,15,34,303,Friday,4,5,2024
1016,Clothing,2590,No,0,29,113,Monday,18,1,2024
1054,Grocery,1241,No,0,6,90,Wednesday,27,12,2024
1109,Electronics,857,Yes,10,26,68,Thursday,13,4,2024
1525,Electronics,578,No,0,24,347,Saturday,29,11,2024
1838,Home,1202,No,0,10,239,Wednesday,12,5,2024
1207,Clothing,60,Yes,0,19,326,Monday,15,8,2024
1921,Clothing,1423,Yes,10,41,473,Sunday,20,9,2024
1081,Personal Care,1819,No,0,39,261,Friday,19,2,2024
1486,Grocery,458,Yes,5,23,39,Wednesday,1,3,2024
1022,Clothing,2137,No,0,26,64,Wednesday,1,12,2024
1908,Grocery,2772,No,0,21,281,Sunday,19,10,2024
1074,Home,1154,No,0,24,321,Tuesday,8,6,2024
1330,Clothing,2331,Yes,0,7,413,Wednesday,30,8,2024
1250,Electronics,2448,Yes,5,24,199,Saturday,22,8,2024
1952,Electronics,856,Yes,20,14,482,Tuesday,14,7,2024
1986,Grocery,856,Yes,15,35,418,Sunday,13,10,2024
1361,Electronics,598,No,0,38,277,Tuesday,27,9,2024
1132,Clothing,1138,No,0,19,227,Thursday,8,2,2024
1930,Clothing,2403,No,0,7,457,Tuesday,25,9,2024
1181,Electronics,2786,Yes,0,29,464,Tuesday,19,6,2024
1396,Electronics,1415,No,0,36,278,Monday,7,10,2024
1512,Grocery,636,No,0,16,287,Friday,7,10,2024
1072,Home,1416,Yes,5,31,190,Saturday,3,10,2024
1228,Clothing,196,No,0,16,86,Sunday,28,1,2024
1102,Electronics,284,Yes,0,22,282,Wednesday,6,1,2024
1704,Personal Care,2661,Yes,20,41,294,Sunday,9,5,2024
1688,Home,401,No,0,14,201,Wednesday,9,12,2024
1809,Clothing,2528,Yes,10,24,448,Tuesday,23,4,2024
1049,Grocery,865,No,0,10,46,Thursday,23,9,2024
1266,Electronics,2138,No,0,5,437,Tuesday,11,11,2024
1628,Grocery,962,No,0,14,105,Thursday,27,12,2024
1521,Home,1286,No,0,13,414,Thursday,27,12,2024
1311,Home,1235,Yes,15,35,108,Monday,24,7,2024
1005,Electronics,860,No,0,10,181,Monday,30,8,2024
1676,Home,2594,No,0,17,107,Monday,17,2,2024
1595,Electronics,1624,Yes,0,26,250,Sunday,13,9,2024
1999,Grocery,1537,Yes,20,21,496,Thursday,27,9,2024
1805,Personal Care,670,No,0,40,317,Wednesday,14,9,2024
1189,Electronics,1454,No,0,22,134,Wednesday,13,5,2024
1999,Clothing,1304,Yes,15,26,440,Sunday,9,10,2024
1548,Home,2809,Yes,5,27,477,Thursday,5,3,2024
1711,Personal Care,509,No,0,39,412,Sunday,15,12,2024
1622,Clothing,1975,No,0,16,257,Thursday,2,6,2024
1340,Personal Care,1175,No,0,33,321,Saturday,2,12,2024
1315,Home,720,Yes,10,14,494,Tuesday,20,7,2024
1548,Clothing,400,Yes,20,21,383,Friday,6,3,2024
1303,Grocery,1024,Yes,30,18,364,Thursday,8,4,2024
1401,Clothing,579,No,0,35,220,Thursday,21,5,2024
1738,Grocery,2275,Yes,10,23,25,Friday,20,11,2024
1086,Electronics,2573,No,0,34,447,Wednesday,20,9,2024
1536,Personal Care,1178,Yes,30,38,68,Friday,20,8,2024
1262,Home,516,Yes,30,37,176,Sunday,13,10,2024
1106,Grocery,1398,Yes,5,41,465,Friday,2,3,2024
1832,Personal Care,1801,No,0,5,161,Friday,2,4,2024
1120,Electronics,1448,Yes,15,28,145,Monday,26,1,2024
1980,Home,1324,No,0,29,33,Friday,18,4,2024
1641,Electronics,1504,No,0,30,301,Sunday,25,4,2024
1814,Grocery,2814,No,0,24,237,Monday,27,5,2024
1113,Personal Care,2015,No,0,15,450,Tuesday,22,5,2024
1357,Electronics,760,No,0,22,44,Thursday,3,6,2024
1028,Personal Care,1920,Yes,0,30,37,Friday,18,7,2024
1015,Clothing,2140,Yes,5,23,98,Thursday,9,1,2024
1918,Grocery,1436,Yes,10,36,295,Monday,24,1,2024
1361,Personal Care,1966,Yes,0,12,353,Wednesday,31,10,2024
1476,Grocery,1686,Yes,15,35,452,Monday,15,1,2024
1042,Grocery,1320,No,0,24,233,Monday,13,2,2024
1680,Home,809,Yes,30,17,77,Thursday,25,12,2024
1458,Electronics,2464,Yes,30,16,74,Tuesday,5,3,2024
1409,Clothing,248,Yes,15,37,157,Sunday,14,10,2024
1318,Grocery,2822,No,0,19,80,Saturday,26,12,2024
1918,Grocery,2598,Yes,5,6,300,Monday,11,8,2024
1146,Grocery,1596,Yes,10,34,342,Wednesday,1,2,2024
1149,Personal Care,2120,Yes,30,37,120,Wednesday,15,3,2024
1779,Personal Care,670,No,0,28,243,Saturday,16,4,2024
1216,Home,2464,Yes,0,30,275,Monday,5,7,2024
1932,Grocery,2095,Yes,0,9,57,Thursday,23,8,2024
1724,Grocery,1382,Yes,10,23,146,Thursday,23,4,2024
1836,Home,850,No,0,41,61,Sunday,26,4,2024
1222,Personal Care,2814,No,0,37,194,Sunday,22,4,2024
1926,Clothing,1388,Yes,0,11,414,Tuesday,21,3,2024
1499,Clothing,608,Yes,15,21,93,Friday,4,1,2024
1004,Electronics,2256,Yes,5,6,378,Monday,25,4,2024
1494,Electronics,1639,No,0,21,234,Monday,13,8,2024
1997,Home,221,Yes,15,34,252,Friday,14,1,2024
1607,Grocery,626,Yes,0,48,50,Saturday,14,1,2024
1579,Clothing,1265,Yes,5,27,230,Sunday,12,11,2024
1573,Home,2076,No,0,38,429,Tuesday,27,8,2024
1312,Home,1030,No,0,50,382,Sunday,11,4,2024
1429,Home,2994,No,0,11,21,Sunday,19,9,2024
1371,Grocery,1407,Yes,15,31,499,Thursday,1,1,2024
1863,Grocery,519,No,0,17,335,Wednesday,20,1,2024
1136,Grocery,2086,Yes,15,17,72,Wednesday,5,2,2024
1929,Personal Care,1867,Yes,5,41,456,Wednesday,10,2,2024
1560,Electronics,1202,Yes,15,44,86,Sunday,14,7,2024
1217,Clothing,979,No,0,12,481,Thursday,25,5,2024
1915,Grocery,2651,Yes,0,9,491,Thursday,4,2,2024
1217,Home,1348,Yes,10,31,140,Wednesday,1,9,2024
1203,Personal Care,1168,Yes,0,39,145,Monday,19,4,2024
1042,Electronics,1379,No,0,7,113,Tuesday,30,3,2024
1917,Home,2395,No,0,26,437,Tuesday,17,5,2024
1917,Grocery,2489,No,0,36,308,Saturday,1,8,2024
1661,Personal Care,2469,Yes,15,40,137,Wednesday,9,1,2024
1894,Home,2352,Yes,15,31,374,Thursday,14,11,2024
1111,Electronics,495,No,0,5,87,Tuesday,28,10,2024
1155,Clothing,2044,Yes,5,40,482,Tuesday,18,2,2024
1921,Grocery,1771,Yes,15,26,483,Thursday,11,1,2024
1224,Electronics,1152,Yes,20,41,79,Tuesday,9,3,2024
1840,Electronics,925,No,0,21,213,Wednesday,28,8,2024
1273,Electronics,215,Yes,0,20,50,Tuesday,10,10,2024
1862,Personal Care,1546,Yes,15,34,326,Monday,25,2,2024
1474,Electronics,2531,No,0,27,140,Wednesday,8,2,2024
1131,Electronics,520,Yes,30,28,93,Sunday,15,7,2024
1917,Electronics,2491,Yes,15,38,352,Friday,29,5,2024
1177,Grocery,2437,No,0,14,136,Wednesday,1,3,2024
1335,Home,1835,Yes,15,11,149,Thursday,7,6,2024
1734,Electronics,2279,Yes,5,31,451,Monday,19,6,2024
1089,Electronics,2721,No,0,12,206,Friday,7,3,2024
1567,Personal Care,181,Yes,0,13,300,Thursday,18,8,2024
1251,Home,303,Yes,0,29,74,Friday,5,10,2024
1430,Electronics,1443,No,0,31,65,Tuesday,9,11,2024
1670,Clothing,828,Yes,10,21,176,Wednesday,22,1,2024
1198,Grocery,1533,Yes,30,55,325,Saturday,24,8,2024
1377,Clothing,938,No,0,29,38,Monday,8,8,2024
1874,Grocery,683,Yes,10,27,382,Monday,14,3,2024
1873,Electronics,120,No,0,46,365,Saturday,10,12,2024
1936,Home,336,Yes,5,45,77,Saturday,8,7,2024
1814,Grocery,610,No,0,37,376,Monday,8,2,2024
1299,Home,996,Yes,10,25,379,Wednesday,6,2,2024
1678,Grocery,2812,No,0,6,253,Friday,22,1,2024
1164,Grocery,1541,No,0,24,295,Sunday,29,11,2024
1756,Grocery,1884,No,0,31,344,Monday,1,7,2024
1985,Home,2947,No,0,28,132,Thursday,29,10,2024
1826,Home,861,No,0,32,151,Wednesday,19,9,2024
1950,Personal Care,2912,Yes,30,32,323,Sunday,3,12,2024
1965,Grocery,2401,No,0,32,461,Friday,26,1,2024
1136,Home,2857,Yes,20,38,315,Thursday,25,3,2024
1141,Grocery,1645,No,0,14,264,Wednesday,21,4,2024
1644,Electronics,1586,Yes,20,32,318,Thursday,1,11,2024
1132,Grocery,833,Yes,0,18,110,Saturday,22,6,2024
1014,Electronics,2598,No,0,12,466,Friday,8,1,2024
1775,Electronics,1932,Yes,0,8,329,Tuesday,18,10,2024
1310,Home,50,No,0,35,80,Thursday,21,6,2024
1379,Home,75,Yes,15,41,92,Tuesday,26,10,2024
1799,Clothing,706,No,0,40,161,Saturday,23,10,2024
1079,Grocery,2219,Yes,10,14,234,Thursday,8,1,2024
1267,Clothing,766,No,0,22,180,Sunday,1,9,2024
1971,Grocery,1478,No,0,34,118,Monday,29,1,2024
1610,Home,185,No,0,36,317,Sunday,7,5,2024
1073,Electronics,1069,No,0,42,193,Sunday,12,3,2024
1203,Personal Care,2310,No,0,19,339,Wednesday,24,11,2024
1349,Electronics,1054,No,0,26,312,Saturday,15,9,2024
1745,Grocery,1164,No,0,15,157,Tuesday,19,5,2024
1110,Electronics,2839,No,0,21,27,Friday,24,8,2024
1756,Home,829,No,0,33,116,Friday,11,1,2024
1431,Electronics,1308,No,0,12,210,Tuesday,10,11,2024
1603,Home,2951,No,0,17,375,Sunday,6,11,2024
1539,Home,2285,Yes,10,34,166,Thursday,15,8,2024
1609,Home,3000,Yes,20,19,272,Monday,21,12,2024
1413,Home,2458,No,0,16,169,Tuesday,24,1,2024
1820,Electronics,2017,No,0,14,78,Thursday,21,2,2024
1292,Home,759,Yes,10,52,466,Sunday,8,3,2024
1589,Clothing,2563,No,0,15,399,Sunday,28,8,2024
1948,Home,837,No,0,8,284,Wednesday,25,6,2024
1902,Grocery,1746,Yes,0,22,137,Sunday,5,8,2024
1361,Grocery,378,Yes,30,28,418,Friday,25,9,2024
1589,Grocery,2438,No,0,36,434,Monday,25,6,2024
1274,Grocery,951,Yes,10,16,76,Monday,29,12,2024
1636,Personal Care,2075,No,0,30,207,Friday,25,11,2024
1499,Personal Care,1384,Yes,20,16,239,Friday,16,4,2024
1324,Home,1001,No,0,10,470,Thursday,18,3,2024
1370,Grocery,394,No,0,14,93,Wednesday,8,11,2024
1593,Clothing,2791,No,0,21,161,Sunday,21,7,2024
1557,Personal Care,688,Yes,20,33,33,Friday,28,6,2024
1361,Grocery,1656,No,0,26,171,Wednesday,10,6,2024
1186,Personal Care,1245,Yes,15,9,122,Friday,31,7,2024
1172,Grocery,1043,Yes,30,41,79,Friday,5,3,2024
1809,Personal Care,183,No,0,10,467,Monday,30,6,2024
1796,Grocery,1817,No,0,30,396,Monday,4,11,2024
1362,Grocery,1773,No,0,16,388,Tuesday,24,11,2024
1787,Grocery,1635,No,0,19,346,Monday,18,8,2024
1974,Clothing,637,Yes,10,35,222,Thursday,26,6,2024
1002,Home,228,No,0,11,154,Friday,4,11,2024
1464,Clothing,2165,Yes,5,19,429,Monday,26,12,2024
1017,Personal Care,2100,Yes,20,26,267,Monday,19,4,2024
1246,Home,470,Yes,5,32,211,Sunday,23,2,2024
1633,Electronics,2432,Yes,30,51,401,Saturday,8,8,2024
1494,Home,936,Yes,10,31,102,Tuesday,18,1,2024
1586,Personal Care,1000,No,0,9,241,Thursday,7,2,2024
1346,Grocery,2190,No,0,28,188,Friday,4,7,2024
1825,Home,226,No,0,23,108,Wednesday,15,7,2024
1248,Personal Care,1748,Yes,30,22,408,Tuesday,25,1,2024
1026,Home,2481,Yes,30,20,109,Thursday,19,5,2024
1463,Grocery,2357,Yes,0,5,369,Tuesday,3,3,2024
1618,Clothing,703,No,0,26,458,Thursday,21,4,2024
1186,Personal Care,1242,No,0,41,344,Sunday,18,4,2024
1108,Electronics,626,No,0,30,242,Monday,15,8,2024
1236,Personal Care,80,Yes,0,37,145,Thursday,30,12,2024
1725,Home,697,No,0,31,84,Tuesday,29,6,2024
1549,Home,2318,No,0,37,83,Wednesday,29,5,2024
1600,Clothing,1461,No,0,25,357,Thursday,15,8,2024
1253,Personal Care,1490,No,0,23,54,Sunday,24,3,2024
1535,Personal Care,644,No,0,8,440,Tuesday,19,6,2024
1680,Grocery,1003,Yes,20,33,269,Thursday,21,5,2024
1094,Clothing,2703,No,0,18,145,Saturday,30,11,2024
1484,Clothing,716,No,0,29,333,Sunday,12,6,2024
1343,Personal Care,2073,No,0,36,55,Monday,12,3,2024
1775,Home,2170,Yes,0,7,487,Wednesday,7,8,2024
1356,Home,2735,Yes,15,30,30,Saturday,12,4,2024
1301,Clothing,670,No,0,16,315,Friday,15,7,2024
1651,Personal Care,2532,Yes,10,14,498,Tuesday,27,9,2024
1763,Personal Care,1096,Yes,20,43,92,Monday,17,2,2024
1172,Electronics,2496,Yes,15,18,58,Sunday,30,11,2024
1722,Grocery,1800,Yes,5,27,45,Saturday,30,1,2024
1143,Electronics,2554,Yes,30,15,81,Wednesday,15,12,2024
1129,Personal Care,1499,No,0,25,125,Sunday,28,1,2024
1047,Grocery,2469,Yes,20,32,142,Friday,23,4,2024
1513,Grocery,2404,No,0,21,418,Sunday,6,7,2024
1969,Personal Care,1838,Yes,10,36,171,Saturday,21,4,2024
1285,Home,2844,No,0,27,222,Monday,30,12,2024
1652,Personal Care,1699,No,0,37,437,Wednesday,21,6,2024
1112,Home,2058,No,0,25,197,Saturday,1,7,2024
1597,Home,2896,Yes,10,24,381,Thursday,5,10,2024
1890,Electronics,62,Yes,20,43,356,Friday,13,6,2024
1787,Clothing,2266,No,0,36,42,Sunday,21,6,2024
1728,Clothing,1172,Yes,30,28,376,Sunday,20,9,2024
1437,Electronics,2957,Yes,10,14,216,Thursday,24,7,2024
1890,Personal Care,2186,Yes,30,50,471,Saturday,28,5,2024
1946,Clothing,2904,No,0,29,89,Thursday,23,7,2024
1217,Home,2873,No,0,40,498,Saturday,20,11,2024
1142,Home,1430,Yes,10,20,328,Friday,27,5,2024
1998,Home,2594,No,0,29,197,Saturday,28,9,2024
1842,Home,1985,No,0,13,466,Friday,23,10,2024
1472,Electronics,126,Yes,5,18,278,Monday,21,10,2024
1884,Personal Care,1295,No,0,40,360,Saturday,27,2,2024
1547,Home,1288,Yes,10,39,463,Thursday,27,3,2024
1114,Home,1912,No,0,38,307,Sunday,5,10,2024
1719,Grocery,859,Yes,10,32,39,Friday,28,10,2024
1397,Clothing,2845,Yes,15,24,160,Thursday,1,2,2024
1095,Electronics,333,Yes,0,7,325,Friday,7,8,2024
1670,Home,648,Yes,5,42,292,Sunday,19,9,2024
1644,Home,1829,No,0,22,65,Saturday,18,6,2024
1810,Home,2465,No,0,14,367,Wednesday,7,5,2024
1988,Clothing,909,No,0,7,446,Monday,23,7,2024
1444,Grocery,2706,Yes,30,14,369,Thursday,13,3,2024
1470,Clothing,374,No,0,12,405,Friday,7,5,2024
1906,Home,1545,Yes,20,37,78,Monday,4,11,2024
1968,Clothing,1426,Yes,5,44,409,Saturday,1,1,2024
1080,Grocery,1376,No,0,14,60,Friday,26,10,2024
1293,Grocery,1553,Yes,30,34,403,Wednesday,1,8,2024
1205,Home,1300,Yes,15,44,161,Sunday,25,2,2024
1608,Home,1828,Yes,0,16,27,Thursday,20,2,2024
1095,Electronics,876,No,0,35,184,Tuesday,1,10,2024
1853,Grocery,2860,Yes,20,31,172,Thursday,8,4,2024
1456,Personal Care,861,Yes,30,13,300,Thursday,13,9,2024
1685,Grocery,2699,No,0,12,46,Wednesday,26,4,2024
1243,Personal Care,863,No,0,29,457,Sunday,12,10,2024
1578,Clothing,2492,No,0,17,255,Tuesday,13,8,2024
1574,Home,1243,Yes,30,48,331,Saturday,9,11,2024
1284,Electronics,1867,Yes,5,15,494,Tuesday,30,1,2024
1691,Electronics,1058,No,0,24,131,Friday,19,11,2024
1283,Grocery,648,No,0,18,228,Saturday,9,10,2024
1094,Home,788,No,0,34,457,Sunday,14,4,2024
1573,Personal Care,2870,No,0,30,129,Saturday,15,12,2024
1434,Personal Care,1605,Yes,15,31,345,Thursday,9,4,2024
1968,Personal Care,1143,No,0,20,331,Monday,27,4,2024
1048,Electronics,2690,Yes,0,12,206,Monday,4,10,2024
1719,Personal Care,2856,No,0,11,374,Thursday,19,11,2024
1886,Personal Care,1386,Yes,5,10,429,Wednesday,2,1,2024
1142,Personal Care,797,Yes,15,30,30,Saturday,10,1,2024
1310,Grocery,2023,Yes,0,17,480,Sunday,1,3,2024
1292,Home,495,No,0,19,135,Saturday,5,7,2024
1162,Clothing,1866,Yes,0,6,450,Thursday,17,2,2024
1342,Electronics,2208,Yes,20,12,183,Tuesday,14,11,2024
1055,Home,2342,Yes,30,41,186,Sunday,9,12,2024
1605,Personal Care,976,No,0,36,174,Tuesday,15,12,2024
1966,Electronics,739,Yes,20,28,322,Wednesday,8,8,2024
1909,Personal Care,1734,Yes,20,41,299,Wednesday,15,12,2024
1410,Grocery,1390,Yes,5,27,130,Monday,26,4,2024
1532,Clothing,1583,Yes,30,15,186,Thursday,30,5,2024
1047,Grocery,693,Yes,5,33,64,Thursday,19,2,2024
1412,Personal Care,2280,Yes,20,18,366,Monday,5,11,2024
1388,Personal Care,1511,Yes,20,43,272,Sunday,2,6,2024
1007,Clothing,420,No,0,50,128,Sunday,28,12,2024
1558,Home,2465,No,0,47,83,Saturday,11,2,2024
1977,Electronics,199,Yes,30,26,268,Sunday,26,1,2024
1573,Clothing,2772,Yes,30,36,483,Friday,24,3,2024
1099,Grocery,2362,Yes,30,44,196,Saturday,18,8,2024
1000,Electronics,2300,No,0,27,199,Friday,3,10,2024
1090,Electronics,2297,Yes,0,19,144,Wednesday,14,8,2024
1754,Clothing,2406,Yes,10,13,157,Wednesday,22,6,2024
1328,Clothing,1147,No,0,30,331,Monday,10,12,2024
1045,Home,671,No,0,6,70,Friday,19,1,2024
1074,Clothing,1714,No,0,34,180,Saturday,18,10,2024
1153,Home,1609,No,0,14,142,Thursday,27,10,2024
1958,Personal Care,1875,No,0,8,365,Wednesday,6,1,2024
1527,Home,917,No,0,19,498,Friday,22,5,2024
1744,Electronics,612,No,0,16,355,Tuesday,10,5,2024
1233,Clothing,1050,No,0,37,118,Sunday,16,3,2024
1982,Home,749,No,0,35,429,Friday,20,6,2024
1774,Home,1433,Yes,5,24,58,Tuesday,21,8,2024
1670,Personal Care,2717,Yes,15,27,444,Tuesday,23,10,2024
1172,Grocery,1276,Yes,15,36,193,Thursday,11,9,2024
1892,Grocery,893,Yes,10,21,388,Monday,28,6,2024
1691,Electronics,2983,Yes,10,20,401,Friday,27,7,2024
1892,Clothing,1393,No,0,27,391,Thursday,25,1,2024
1675,Personal Care,712,No,0,15,499,Sunday,29,10,2024
1674,Grocery,2859,No,0,30,325,Tuesday,20,9,2024
1639,Home,909,No,0,8,44,Wednesday,29,11,2024
1465,Home,2702,Yes,5,20,449,Friday,5,8,2024
1312,Grocery,682,Yes,30,25,168,Wednesday,19,1,2024
1742,Home,2865,Yes,20,22,353,Friday,16,11,2024
1367,Grocery,1094,No,0,19,293,Friday,28,2,2024
1709,Personal Care,1053,No,0,21,21,Saturday,24,2,2024
1173,Personal Care,1105,Yes,15,26,322,Friday,20,6,2024
1319,Electronics,1533,No,0,17,324,Sunday,25,2,2024
1519,Home,2171,No,0,31,317,Wednesday,14,6,2024
1470,Home,1834,Yes,10,14,270,Friday,2,9,2024
1787,Home,1720,Yes,20,40,190,Sunday,22,3,2024
1569,Personal Care,2135,Yes,0,39,158,Saturday,19,12,2024
1570,Grocery,1695,Yes,30,35,445,Tuesday,3,11,2024
1385,Personal Care,1572,Yes,30,37,401,Friday,27,10,2024
1651,Clothing,2144,Yes,10,43,376,Sunday,11,1,2024
1689,Grocery,371,Yes,10,24,482,Thursday,28,9,2024
1629,Home,341,Yes,10,7,492,Thursday,13,3,2024
1021,Clothing,2484,Yes,20,29,194,Tuesday,28,6,2024
1572,Grocery,1644,No,0,33,83,Tuesday,1,5,2024
1901,Home,2018,No,0,23,341,Wednesday,20,3,2024
1137,Clothing,2109,Yes,0,22,422,Sunday,27,6,2024
1556,Clothing,2704,Yes,0,19,101,Friday,25,12,2024
1751,Personal Care,1074,Yes,20,24,187,Friday,17,10,2024
1472,Personal Care,767,No,0,39,415,Thursday,8,12,2024
1913,Personal Care,1711,No,0,36,285,Tuesday,28,3,2024
1346,Electronics,1680,No,0,21,425,Tuesday,6,10,2024
1643,Personal Care,139,Yes,10,50,476,Sunday,25,1,2024
1900,Home,1633,Yes,15,43,109,Sunday,25,5,2024
1082,Electronics,2943,No,0,9,36,Monday,1,11,2024
1480,Clothing,52,Yes,20,37,344,Monday,18,7,2024
1045,Electronics,2767,Yes,30,29,489,Saturday,30,12,2024
1137,Clothing,2934,Yes,20,33,390,Saturday,20,1,2024
1730,Personal Care,2606,Yes,5,37,69,Sunday,11,1,2024
1317,Clothing,1978,No,0,18,123,Monday,7,12,2024
1883,Clothing,1030,No,0,12,402,Tuesday,25,5,2024
1010,Grocery,1988,Yes,30,43,378,Friday,4,9,2024
1865,Grocery,2189,No,0,34,371,Wednesday,12,6,2024
1109,Electronics,2549,No,0,16,336,Friday,12,3,2024
1860,Clothing,2913,No,0,6,400,Friday,26,6,2024
1684,Personal Care,2916,Yes,20,15,388,Wednesday,17,7,2024
1628,Electronics,2482,Yes,0,25,378,Sunday,19,7,2024
1634,Grocery,1760,Yes,10,29,450,Monday,13,6,2024
1357,Electronics,2347,Yes,20,45,52,Saturday,24,5,2024
1986,Personal Care,2489,No,0,30,169,Thursday,12,3,2024
1629,Home,1921,No,0,16,235,Sunday,4,6,2024
1836,Grocery,1257,No,0,14,148,Monday,11,12,2024
1451,Grocery,597,Yes,20,15,144,Monday,20,9,2024
1118,Electronics,1830,Yes,20,34,344,Wednesday,21,1,2024
1277,Electronics,2779,Yes,5,28,205,Thursday,15,6,2024
1167,Grocery,2335,No,0,15,164,Thursday,18,3,2024
1367,Clothing,1121,No,0,39,313,Monday,13,2,2024
1043,Electronics,1487,Yes,15,27,468,Monday,30,10,2024
1530,Grocery,887,No,0,41,127,Sunday,27,12,2024
1879,Clothing,2177,No,0,25,493,Tuesday,16,11,2024
1053,Personal Care,1605,Yes,0,16,281,Monday,8,4,2024
1320,Grocery,2666,Yes,20,37,61,Wednesday,28,5,2024
1490,Electronics,378,Yes,15,10,73,Wednesday,28,11,2024
1331,Home,511,No,0,14,269,Wednesday,7,12,2024
1015,Clothing,262,Yes,5,29,240,Wednesday,1,3,2024
1930,Home,2883,Yes,30,18,209,Tuesday,25,7,2024
1365,Grocery,2875,Yes,30,26,350,Sunday,17,12,2024
1907,Electronics,1060,No,0,33,368,Saturday,16,10,2024
1984,Personal Care,790,No,0,28,393,Monday,28,8,2024
1989,Home,398,No,0,18,328,Monday,6,7,2024
1851,Grocery,599,No,0,19,366,Tuesday,15,3,2024
1696,Home,668,Yes,15,53,294,Saturday,28,9,2024
1646,Grocery,1957,No,0,17,203,Sunday,10,4,2024
1051,Personal Care,1920,Yes,15,33,184,Wednesday,18,9,2024
1687,Personal Care,1700,Yes,10,39,158,Sunday,25,5,2024
1636,Home,1125,No,0,32,239,Tuesday,1,8,2024
1784,Personal Care,1189,Yes,10,10,198,Friday,10,6,2024
1205,Clothing,1843,Yes,20,32,183,Wednesday,23,9,2024
1801,Electronics,2875,Yes,15,34,432,Wednesday,24,2,2024
1756,Grocery,2535,Yes,15,25,382,Friday,15,6,2024
1323,Personal Care,2159,No,0,28,78,Wednesday,15,2,2024
1422,Grocery,1089,No,0,31,94,Saturday,28,7,2024
1394,Personal Care,1673,No,0,27,136,Friday,23,1,2024
